11,20,1512,11110, 예술가와그의시대,null,2,3,3,null
11,20,1512,10100, 예술과사상,null,1,3,3,null
11,20,1512,10100, 예술과사상,null,2,3,3,null
11,20,1512,11055, 옛시와그림의만남,null,1,3,3,null
11,20,1512,11055, 옛시와그림의만남,null,2,3,3,null
11,20,1512,11265, 음악과건강,null,1,3,3,null
11,20,1512,11265, 음악과건강,null,2,3,3,null
11,20,1512,11075, 창조와상상의기술,null,1,3,3,null
11,20,1512,11075, 창조와상상의기술,null,2,3,3,null
11,20,1512,11035," 퍼포먼스인문학:제의,놀이,연극",null,1,3,3,null
11,20,1512,11035," 퍼포먼스인문학:제의,놀이,연극",null,2,3,3,null
11,20,1512,10892," 표현,예술,그리고시대정신",null,1,3,3,null
11,20,1512,10892," 표현,예술,그리고시대정신",null,2,3,3,null
11,20,1512,10152, 한국미술의이해,null,1,3,3,null
11,20,1512,10152, 한국미술의이해,null,2,3,3,null
11,20,1512,11333," 한국사와상상력,스토리텔링",null,1,3,3,null
11,20,1512,11333," 한국사와상상력,스토리텔링",null,2,3,3,null
11,20,1512,10883, 한국의문화공간과예술,null,1,3,3,null
11,20,1512,10883, 한국의문화공간과예술,null,2,3,3,null
11,20,1512,10165, 현대미술사,null,1,3,3,null
11,20,1512,10165, 현대미술사,null,2,3,3,null
11,20,1512,11330, Reading American Popular Culture in the Digital Age,null,1,3,3,null
11,20,1512,11330, Reading American Popular Culture in the Digital Age,null,2,3,3,null
11,20,1512,10018, 국악의이해,null,1,3,3,null
11,20,1512,10018, 국악의이해,null,2,3,3,null
11,20,1512,11329, 색채의이해,null,1,3,3,null
11,20,1512,11329, 색채의이해,null,2,3,3,null
11,20,1512,11263, 예술과기술,null,1,3,3,null
11,20,1512,11263, 예술과기술,null,2,3,3,null
11,20,1512,11116, Introduction to World Music and Culture,null,1,3,3,null
11,20,1512,11116, Introduction to World Music and Culture,null,2,3,3,null
11,20,1512,11135, 사물과예술,null,1,3,3,null
11,20,1512,11135, 사물과예술,null,2,3,3,null
11,20,1513,11190, The Art of Thinking,null,1,3,3,null
11,20,1513,11190, The Art of Thinking,null,2,3,3,null
11,20,1513,10545, 근대일본과동아시아,null,1,3,3,null
11,20,1513,10545, 근대일본과동아시아,null,2,3,3,null
11,20,1513,11046, 동서양의인간이해,null,1,3,3,null
11,20,1513,11046, 동서양의인간이해,null,2,3,3,null
11,20,1513,10034, 동양철학의이해,null,1,3,3,null
11,20,1513,10034, 동양철학의이해,null,2,3,3,null
11,20,1513,10769, 모던/포스트모던문화읽기,null,1,3,3,null
11,20,1513,10769, 모던/포스트모던문화읽기,null,2,3,3,null
11,20,1513,11056, 문화로읽는한국사,null,1,3,3,null
11,20,1513,11056, 문화로읽는한국사,null,2,3,3,null
11,20,1513,11185, 문화와예술을통해본르네상스역사,null,1,3,3,null
11,20,1513,11185, 문화와예술을통해본르네상스역사,null,2,3,3,null
11,20,1513,10772, 여성과사회정의,null,1,3,3,null
11,20,1513,10772, 여성과사회정의,null,2,3,3,null
11,20,1513,11054, 연어프로젝트:한국여성나의뿌리를찾아서 ,null,1,3,3,null
11,20,1513,11054, 연어프로젝트:한국여성나의뿌리를찾아서 ,null,2,3,3,null
11,20,1513,10108, 인간과종교,null,1,3,3,null
11,20,1513,10108, 인간과종교,null,2,3,3,null
11,20,1513,11041, 인간과철학적사유,null,1,3,3,null
11,20,1513,11041, 인간과철학적사유,null,2,3,3,null
11,20,1513,11293, 인물로본중국의역사,null,1,3,3,null
11,20,1513,11293, 인물로본중국의역사,null,2,3,3,null
11,20,1513,10581, 인물로본한국사,null,1,3,3,null
11,20,1513,10581, 인물로본한국사,null,2,3,3,null
11,20,1513,11078, 젠더와역사,null,1,3,3,null
11,20,1513,11078, 젠더와역사,null,2,3,3,null
11,20,1513,10767, 종교와문화,null,1,3,3,null
11,20,1513,10767, 종교와문화,null,2,3,3,null
11,20,1513,11057, 주제로살펴보는서양근현대사,null,1,3,3,null
11,20,1513,11057, 주제로살펴보는서양근현대사,null,2,3,3,null
11,20,1513,10544, 중국의역사와문화,null,1,3,3,null
11,20,1513,10544, 중국의역사와문화,null,2,3,3,null
11,20,1513,11297, 질병치료와백신의역사,null,1,3,3,null
11,20,1513,11297, 질병치료와백신의역사,null,2,3,3,null
11,20,1513,11189, 철학의은유들,null,1,3,3,null
11,20,1513,11189, 철학의은유들,null,2,3,3,null
11,20,1513,11045, 패러다임전환과비판이론,null,1,3,3,null
11,20,1513,11045, 패러다임전환과비판이론,null,2,3,3,null
11,20,1513,10149, 한국근현대사 ,null,1,3,3,null
11,20,1513,10149, 한국근현대사 ,null,2,3,3,null
11,20,1513,11058, 한국사의새로운이해,null,1,3,3,null
11,20,1513,11058, 한국사의새로운이해,null,2,3,3,null
11,20,1513,11366, 한국의문화유산역사여행,null,1,3,3,null
11,20,1513,11366, 한국의문화유산역사여행,null,2,3,3,null
11,20,1513,11186, Evolutionary Origin of Humans,null,1,3,3,null
11,20,1513,11186, Evolutionary Origin of Humans,null,2,3,3,null
11,20,1513,11295, 인공지능시대의과학과종교,null,1,3,3,null
11,20,1513,11295, 인공지능시대의과학과종교,null,2,3,3,null
11,20,1514,11360, ICT융복합복지와법,null,1,3,3,null
11,20,1514,11360, ICT융복합복지와법,null,2,3,3,null
11,20,1514,11259, SDGs시대글로벌보건협력:개발도상국의보건의료현황과국제사회의지원 ,null,1,3,3,null
11,20,1514,11259, SDGs시대글로벌보건협력:개발도상국의보건의료현황과국제사회의지원 ,null,2,3,3,null
11,20,1514,10011, 가족건강과간호,null,1,3,3,null
11,20,1514,10011, 가족건강과간호,null,2,3,3,null
11,20,1514,10932, 건축으로읽는사회문화사,null,1,3,3,null
11,20,1514,10932, 건축으로읽는사회문화사,null,2,3,3,null
11,20,1514,10013, 경영과사회,null,1,3,3,null
11,20,1514,10013, 경영과사회,null,2,3,3,null
11,20,1514,11210, 교육커뮤니케이션의이해와실제,null,1,3,3,null
11,20,1514,11210, 교육커뮤니케이션의이해와실제,null,2,3,3,null
11,20,1514,10949, 국제구호와개발협력,null,1,3,3,null
11,20,1514,10949, 국제구호와개발협력,null,2,3,3,null
11,20,1514,10913, 글로벌시대의다문화사회,null,1,3,3,null
11,20,1514,10913, 글로벌시대의다문화사회,null,2,3,3,null
11,20,1514,10914, 글로벌시대의아시아여성,null,1,3,3,null
11,20,1514,10914, 글로벌시대의아시아여성,null,2,3,3,null
11,20,1514,11260, 기업과정신과혁신,null,1,3,3,null
11,20,1514,11260, 기업과정신과혁신,null,2,3,3,null
11,20,1514,10091, 노동과젠더,null,1,3,3,null
11,20,1514,10091, 노동과젠더,null,2,3,3,null
11,20,1514,11332, 도시공간문화로읽는한국사,null,1,3,3,null
11,20,1514,11332, 도시공간문화로읽는한국사,null,2,3,3,null
11,20,1514,10886, 동양고전의현대적이해,null,1,3,3,null
11,20,1514,10886, 동양고전의현대적이해,null,2,3,3,null
11,20,1514,11292, 모방과인간,null,1,3,3,null
11,20,1514,11292, 모방과인간,null,2,3,3,null
11,20,1514,11193, 법과젠더,null,1,3,3,null
11,20,1514,11193, 법과젠더,null,2,3,3,null
11,20,1514,10549, 북한정치의이해,null,1,3,3,null
11,20,1514,10549, 북한정치의이해,null,2,3,3,null
11,20,1514,10548, 북한주민의문화와생활,null,1,3,3,null
11,20,1514,10548, 북한주민의문화와생활,null,2,3,3,null
11,20,1514,10929, 브레인스펙트럼,null,1,3,3,null
11,20,1514,10929, 브레인스펙트럼,null,2,3,3,null
11,20,1514,10573, 생명윤리와법,null,1,3,3,null
11,20,1514,10573, 생명윤리와법,null,2,3,3,null
11,20,1514,10074, 성문화연구,null,1,3,3,null
11,20,1514,10074, 성문화연구,null,2,3,3,null
11,20,1514,10081, 시민생활과법,null,1,3,3,null
11,20,1514,10081, 시민생활과법,null,2,3,3,null
11,20,1514,10094, 여성학,null,1,3,3,null
11,20,1514,10094, 여성학,null,2,3,3,null
11,20,1514,11089, 여행과지리:글로벌화의지역탐색,null,1,3,3,null
11,20,1514,11089, 여행과지리:글로벌화의지역탐색,null,2,3,3,null
11,20,1514,10908, 영상이미지와젠더,null,1,3,3,null
11,20,1514,10908, 영상이미지와젠더,null,2,3,3,null
11,20,1514,10904, 우리사회의문제와쟁점찾기,null,1,3,3,null
11,20,1514,10904, 우리사회의문제와쟁점찾기,null,2,3,3,null
11,20,1514,11358, 인간관계심리,null,1,3,3,null
11,20,1514,11358, 인간관계심리,null,2,3,3,null
11,20,1514,10109, 인간발달과가족,null,1,3,3,null
11,20,1514,10109, 인간발달과가족,null,2,3,3,null
11,20,1514,10903, 인간발달과문화의다양성,null,1,3,3,null
11,20,1514,10903, 인간발달과문화의다양성,null,2,3,3,null
11,20,1514,11114, 인간은왜춤을추는가,null,1,3,3,null
11,20,1514,11114, 인간은왜춤을추는가,null,2,3,3,null
11,20,1514,11103, 인터넷과법,null,1,3,3,null
11,20,1514,11103, 인터넷과법,null,2,3,3,null
11,20,1514,11359, 정신건강과행복,null,1,3,3,null
11,20,1514,11359, 정신건강과행복,null,2,3,3,null
11,20,1514,11104, 죄와벌,null,1,3,3,null
11,20,1514,11104, 죄와벌,null,2,3,3,null
11,20,1514,10905, 지구촌의사회복지,null,1,3,3,null
11,20,1514,10905, 지구촌의사회복지,null,2,3,3,null
11,20,1514,11105, 직업세계와법,null,1,3,3,null
11,20,1514,11105, 직업세계와법,null,2,3,3,null
11,20,1514,11039, 키워드로읽는중국문화,null,1,3,3,null
11,20,1514,11039, 키워드로읽는중국문화,null,2,3,3,null
11,20,1514,11215, 통합적분쟁이해와조정,null,1,3,3,null
11,20,1514,11215, 통합적분쟁이해와조정,null,2,3,3,null
11,20,1514,10887, 현대중국의이해,null,1,3,3,null
11,20,1514,10887, 현대중국의이해,null,2,3,3,null
11,20,1514,11162, Middle Eastern Political Theology: Religious Sources,null,1,3,3,null
11,20,1514,11162, Middle Eastern Political Theology: Religious Sources,null,2,3,3,null
11,20,1514,11079, 장애와사회,null,1,3,3,null
11,20,1514,11079, 장애와사회,null,2,3,3,null
11,20,1514,11296, 청춘의아픔과치유:행복인문학,null,1,3,3,null
11,20,1514,11296, 청춘의아픔과치유:행복인문학,null,2,3,3,null
11,20,1514,10181, 환경과인간,null,1,3,3,null
11,20,1514,10181, 환경과인간,null,2,3,3,null
11,20,1514,11188, Introduction to Ethnic Conflict and Management,null,1,3,3,null
11,20,1514,11188, Introduction to Ethnic Conflict and Management,null,2,3,3,null
11,20,1514,11106, 글로벌시민의이해와리더십,null,1,3,3,null
11,20,1514,11106, 글로벌시민의이해와리더십,null,2,3,3,null
11,20,1514,10933, 대학생의성건강,null,1,3,3,null
11,20,1514,10933, 대학생의성건강,null,2,3,3,null
11,20,1514,11308, 데이터로고전읽기,null,1,3,3,null
11,20,1514,11308, 데이터로고전읽기,null,2,3,3,null
11,20,1514,11351, 삶을위한멘탈코칭,null,1,3,3,null
11,20,1514,11351, 삶을위한멘탈코칭,null,1,3,3,null
11,20,1515,10556, 4차산업혁명과창의융합SW,null,1,3,3,null
11,20,1515,10556, 4차산업혁명과창의융합SW,null,2,3,3,null
11,20,1515,10930, Behavior of Animals,null,1,3,3,null
11,20,1515,10930, Behavior of Animals,null,2,3,3,null
11,20,1515,11111, SF영화로배우는철학,null,1,3,3,null
11,20,1515,11111, SF영화로배우는철학,null,2,3,3,null
11,20,1515,11155, 과학과허구,null,1,3,3,null
11,20,1515,11155, 과학과허구,null,2,3,3,null
11,20,1515,11101, 과학문화와커뮤니케이션,null,1,3,3,null
11,20,1515,11101, 과학문화와커뮤니케이션,null,2,3,3,null
11,20,1515,10776, 글로벌시민을위한과학소양,null,1,3,3,null
11,20,1515,10776, 글로벌시민을위한과학소양,null,2,3,3,null
11,20,1515,11154, 사물인터넷개론,null,1,3,3,null
11,20,1515,11154, 사물인터넷개론,null,2,3,3,null
11,20,1515,10052, 약과건강,null,1,3,3,null
11,20,1515,10052, 약과건강,null,2,3,3,null
11,20,1515,11102," 에너지의이해,이용,실천",null,1,3,3,null
11,20,1515,11102," 에너지의이해,이용,실천",null,2,3,3,null
11,20,1515,11257, 에피소드로보는과학철학,null,1,3,3,null
11,20,1515,11257, 에피소드로보는과학철학,null,2,3,3,null
11,20,1515,10910, 위험판단심리학,null,1,3,3,null
11,20,1515,10910, 위험판단심리학,null,2,3,3,null
11,20,1515,10104, 응용통계입문,null,1,3,3,null
11,20,1515,10104, 응용통계입문,null,2,3,3,null
11,20,1515,11336, 인공지능과인간,null,1,3,3,null
11,20,1515,11336, 인공지능과인간,null,2,3,3,null
11,20,1515,11261, 인공지능시대의정보산업이해,null,1,3,3,null
11,20,1515,11261, 인공지능시대의정보산업이해,null,2,3,3,null
11,20,1515,10559, 인류문명과환경과학,null,1,3,3,null
11,20,1515,10559, 인류문명과환경과학,null,2,3,3,null
11,20,1515,11156," 자연과의대화,환경생태",null,1,3,3,null
11,20,1515,11156," 자연과의대화,환경생태",null,2,3,3,null
11,20,1515,11160, 정보기술과미래사회,null,1,3,3,null
11,20,1515,11160, 정보기술과미래사회,null,2,3,3,null
11,20,1515,10123, 정보사회와인터넷윤리,null,1,3,3,null
11,20,1515,10123, 정보사회와인터넷윤리,null,2,3,3,null
11,20,1515,11096, 정보화사회와통계,null,1,3,3,null
11,20,1515,11096, 정보화사회와통계,null,2,3,3,null
11,20,1515,10135, 지구의역사,null,1,3,3,null
11,20,1515,10135, 지구의역사,null,2,3,3,null
11,20,1515,11042, 컴퓨터와마음,null,1,3,3,null
11,20,1515,11042, 컴퓨터와마음,null,2,3,3,null
11,20,1515,11152, 콘텐츠컴퓨팅,null,1,3,3,null
11,20,1515,11152, 콘텐츠컴퓨팅,null,2,3,3,null
11,20,1515,11145, 크리에이티브컴퓨팅,null,1,3,3,null
11,20,1515,11145, 크리에이티브컴퓨팅,null,2,3,3,null
11,20,1515,10164, 현대물리학과인간사고의변혁,null,1,3,3,null
11,20,1515,10164, 현대물리학과인간사고의변혁,null,2,3,3,null
11,20,1515,11157, 환경재난과국제협력,null,1,3,3,null
11,20,1515,11157, 환경재난과국제협력,null,2,3,3,null
11,20,1515,11262, 생활속의미생물,null,1,3,3,null
11,20,1515,11262, 생활속의미생물,null,2,3,3,null
11,20,1515,11264, 세계의자연유산과지오투어리즘,null,1,3,3,null
11,20,1515,11264, 세계의자연유산과지오투어리즘,null,2,3,3,null
11,20,1515,11043, 현대사회의기록과정보,null,1,3,3,null
11,20,1515,11043, 현대사회의기록과정보,null,2,3,3,null
11,20,1515,11187, 빅데이터사회와정보활용,null,1,3,3,null
11,20,1515,11187, 빅데이터사회와정보활용,null,2,3,3,null
11,20,1515,11098, 주거로보는건축문화,null,1,3,3,null
11,20,1515,11098, 주거로보는건축문화,null,2,3,3,null
12,20,1517,10023, 기독교와세계,1,1,3,3,null
12,20,1517,10023, 기독교와세계,1,2,3,3,null
12,20,1518,11352, 통합적사고와글쓰기,1,1,3,2,null
12,20,1518,11352, 통합적사고와글쓰기,1,2,3,2,null
12,20,1520,10098,College English,1,1,3,3,null
12,20,1520,10098,College English,1,2,3,3,null
12,20,1519,11208, IT융합설계개론,null,1,3,3,null
12,20,1519,11208, IT융합설계개론,null,2,3,3,null
12,20,1519,11206, 계산의기초와융합적문제해결,null,1,3,3,null
12,20,1519,11206, 계산의기초와융합적문제해결,null,2,3,3,null
12,20,1519,11204, 논리와컴퓨터,null,1,3,3,null
12,20,1519,11204, 논리와컴퓨터,null,2,3,3,null
12,20,1519,11357, 데이터컨버전스와법,null,1,3,3,null
12,20,1519,11357, 데이터컨버전스와법,null,2,3,3,null
12,20,1519,11373, 데이터컴퓨팅,null,1,3,3,null
12,20,1519,11373, 데이터컴퓨팅,null,2,3,3,null
12,20,1519,11356, 리눅스와시스템적사고,null,1,3,3,null
12,20,1519,11356, 리눅스와시스템적사고,null,2,3,3,null
12,20,1519,11309, 문제해결과SW프로그래밍,null,1,3,3,null
12,20,1519,11309, 문제해결과SW프로그래밍,null,2,3,3,null
12,20,1519,11365, 빅데이터와젠더,null,1,3,3,null
12,20,1519,11365, 빅데이터와젠더,null,2,3,3,null
12,20,1519,11367, 사회문제해결을위한R프로그래밍기초,null,1,3,3,null
12,20,1519,11367, 사회문제해결을위한R프로그래밍기초,null,2,3,3,null
12,20,1519,11233, 음악테크놀로지와프로그래밍,null,1,3,3,null
12,20,1519,11233, 음악테크놀로지와프로그래밍,null,2,3,3,null
12,20,1519,11368, 정보와인공지능의수리적이해,null,1,3,3,null
12,20,1519,11368, 정보와인공지능의수리적이해,null,2,3,3,null
12,20,1519,11205, 컴퓨터과학적인식과문제해결,null,1,3,3,null
12,20,1519,11205, 컴퓨터과학적인식과문제해결,null,2,3,3,null
12,20,1519,11374, 컴퓨터보안과윈도우포렌식,null,1,3,3,null
12,20,1519,11374, 컴퓨터보안과윈도우포렌식,null,2,3,3,null
12,20,1519,11362, 컴퓨터속의우주,null,1,3,3,null
12,20,1519,11362, 컴퓨터속의우주,null,2,3,3,null
12,20,1519,11369, 컴퓨터식문제해결기법,null,1,3,3,null
12,20,1519,11369, 컴퓨터식문제해결기법,null,2,3,3,null
12,20,1519,11232, 컴퓨터적사고와이해,null,1,3,3,null
12,20,1519,11232, 컴퓨터적사고와이해,null,2,3,3,null
12,20,1519,11234, 컴퓨터적사고와조형적활용,null,1,3,3,null
